131;131;131;191000;3135;36335;58393;3135;3135;417526;3135;3135;7299;0;0
145;145;145;71000;17921;17921;45146;17921;17921;670261;17921;17921;11287;0;0
289;289;289;98000;3309;5852;32870;3309;3309;431858;3309;3309;4696;0;0
133;133;133;63000;18110;18110;18110;18110;18110;2926100;18110;18110;18110;0;0
241;247;210;57000;6985;6985;15224;6985;6985;1286349;6985;6985;3806;0;0
159;159;159;64000;3379;4692;14249;3379;3379;495501;3379;3379;2375;0;0
67;181;67;300000;26418;26418;63554;26418;26418;688221;26418;26418;12711;0;0
58;58;58;137000;4677;10055;29389;2253;399;1670;399;399;612;0;0
313;313;313;58000;5742;5742;5742;3572;3572;2394;3572;3572;2871;0;0
122;122;122;30000;1494;17087;28011;1494;1494;103838;1494;1494;4669;0;0
125;125;125;63000;7011;7011;10811;7011;7011;1951525;7011;7011;5406;0;0
83;39;39;31000;977;11573;24203;977;977;506393;977;977;4034;0;0
260;260;262;34000;6500;6500;27151;6500;6500;696517;6500;6500;3879;0;0
248;248;248;36000;4500;7500;18051;4500;4500;91539;4500;4500;3610;0;0
376;376;376;42000;1880;14829;44069;1880;1880;241163;1880;1880;2754;0;0
43;43;99;65000;1858;29609;40934;1858;1858;178583;1858;1858;8187;0;0
180;180;180;160000;12685;22067;94858;8585;8585;48695;8585;8585;11857;0;0
83;83;83;40000;9659;9659;9659;3394;3394;4649;3394;3394;4830;0;0
360;360;360;61000;10347;10347;43074;3747;3747;80095;3747;3747;8615;0;0
72;72;70;77000;3836;27849;64418;3836;3836;177576;3836;3836;5856;0;0
39;39;39;162000;2641;26641;42361;2641;2641;256372;2641;2641;5295;0;0
110;110;110;73000;37607;37607;48149;6313;6313;11749;6313;6313;6878;0;0
68;68;68;101000;18840;27318;72096;18840;12340;1421;12340;12340;10299;0;0
255;255;255;30000;30000;30000;30000;30000;30000;2658104;30000;30000;30000;0;0
72;72;72;78000;3700;24450;96505;3700;3700;149143;3700;3700;5677;0;0
148;148;148;36000;5419;11103;29677;5419;5419;327171;5419;5419;5935;0;0
29;29;29;112000;17843;17843;74086;17843;17843;1271908;17843;17843;12348;0;0
113;113;113;102000;15527;23783;23783;3759;3759;78181;3759;3759;7928;0;0
145;145;145;84000;2028;2028;59437;2028;2028;850167;2028;2028;7430;0;0
248;248;248;30000;1979;4579;28233;1979;1979;238106;1979;1979;4706;0;0
70;76;690;116000;15394;21539;59249;7794;7794;24361;7794;7794;4937;0;0
304;304;351;106000;10611;10611;36981;10611;10611;955209;10611;10611;6164;0;0
256;256;0;86000;6520;6520;6520;6520;6520;0;6520;6520;0;0;0
99;72;65;90000;5792;22742;57470;5792;5792;311387;5792;5792;3025;0;0
139;139;139;79000;14400;14400;66387;9400;9400;82487;9400;9400;11065;0;0
80;80;56;89000;4080;4080;54048;4080;4080;920653;4080;4080;4158;0;0
273;271;273;20000;6800;6800;6800;3800;3800;56084;3800;3800;3400;0;0
110;113;110;58000;6391;6391;24233;2390;2390;75724;2390;2390;6058;0;0
291;291;291;62000;4390;11370;79567;4390;4390;483034;4390;4390;9946;0;0
338;357;338;86000;31050;31050;88904;31050;31050;662161;31050;31050;7409;0;0
53;51;565;45000;5562;5562;20062;5562;5562;1551258;5562;5562;10031;0;0
26;39;39;85000;3000;10720;11972;3000;3000;182569;3000;3000;2394;0;0
726;726;726;63000;32150;32150;32150;14800;7300;1674;7300;7300;4593;0;0
99;99;99;155000;4081;4081;18270;4081;4081;1209057;4081;4081;3654;0;0
727;729;729;109000;41108;41108;43458;3098;3098;73551;3098;3098;14486;0;0
319;319;301;35000;15000;36798;63029;15000;15000;155416;15000;15000;6303;0;0
57;57;57;79000;6491;45170;50467;6491;6491;677;3936;3936;8411;0;0
129;129;129;45000;8441;8441;29951;8441;8441;775691;8441;8441;5990;0;0
139;139;139;119000;38854;43785;105537;36128;36128;57798;36128;36128;8795;0;0
182;182;182;37000;4146;12803;32093;1707;1707;7302;1707;1707;2469;0;0
157;157;157;190000;48234;53404;140734;20424;4112;1061;4112;4112;7819;0;0
85;81;81;36000;4236;21236;21236;2156;2156;865;1180;1180;4247;0;0
20;20;20;200000;4060;10928;24710;4060;4060;260645;4060;4060;4942;0;0
63;63;40;51000;4896;4896;17477;3885;3885;85475;3885;3885;2185;0;0
69;69;69;31000;10015;23285;23285;10015;10015;508966;10015;10015;7762;0;0
77;77;77;34000;852;2828;21382;852;852;328050;852;852;2138;0;0
149;149;149;70000;2855;10655;23026;2855;2855;92689;2855;2855;5757;0;0
181;181;181;130000;6933;28469;71192;1407;1407;291;1407;907;3747;0;0
155;155;155;64000;1603;1603;5203;700;700;5571;700;700;1301;0;0
159;159;159;300000;11800;11800;73896;11800;11800;1192457;11800;11800;9237;0;0
48;48;48;65000;15400;15400;76998;9700;9700;46927;9700;9700;5923;0;0
39;39;39;86000;15000;15000;59197;15000;15000;666350;15000;15000;11839;0;0
129;129;129;130000;7999;7999;65860;7999;7999;857508;7999;7999;6586;0;0
63;63;63;143000;5300;19945;22645;2700;2700;50841;2700;2700;2831;0;0
21;21;22;46000;6160;6160;19006;972;972;59902;972;972;1267;0;0
44;43;40;94000;74900;76990;85421;74900;74900;323831;74900;74900;14237;0;0
68;68;68;196000;22550;25550;25550;22550;22550;120549;22550;22550;12775;0;0
114;114;114;218000;6064;6064;8864;6064;6064;1435200;6064;6064;4432;0;0
154;154;154;160000;9894;32482;105477;9894;9894;86776;9894;9894;8114;0;0
53;55;53;47000;13100;22200;61279;10000;10000;3147;10000;10000;6128;0;0
82;36;36;92000;3620;3620;30372;3620;3620;843401;3620;3620;4339;0;0
58;49;47;150000;42529;43410;57691;28869;28869;75104;28869;28869;7211;0;0
190;190;190;131000;11500;21507;34478;10467;10467;4149;10467;10467;4310;0;0
186;186;186;150000;19174;29965;29965;13631;13631;17957;13631;13631;4994;0;0
275;275;275;159000;14721;47793;112677;4159;4159;9981;4159;4159;8667;0;0
146;146;146;125000;1050;35542;46144;1050;1050;575502;1050;1050;9229;0;0
98;98;98;110000;17092;62049;62049;17092;17092;95157;17092;17092;15512;0;0
42;42;42;32000;7257;28708;28708;7257;7257;602022;7257;7257;7177;0;0
22;21;21;50000;13582;13582;13582;6369;6369;70510;6369;6369;4527;0;0
21;21;22;45000;16422;16422;16422;1366;1366;12453;1366;1366;5474;0;0
218;218;218;72000;1700;1700;1700;1700;1700;7427229;1700;1700;1700;0;0
36;36;36;52000;1807;6866;12662;1807;1807;424009;1807;1807;2110;0;0
28;28;28;193000;2150;7150;18378;2150;2150;428954;2150;2150;3676;0;0
78;78;78;25000;9284;9284;32494;2449;2449;57400;2449;2449;4642;0;0
58;58;58;44000;5000;5000;15129;5000;5000;1449958;5000;5000;5043;0;0
35;71;35;90000;6314;6314;59646;6314;6314;1281697;6314;6314;8521;0;0
61;61;61;112000;37580;37580;67625;5457;1637;1446;1637;1637;3559;0;0
265;265;265;71000;4000;16350;68352;4000;4000;88543;4000;4000;6835;0;0
81;81;84;145000;5232;17967;66994;5232;5232;479;1000;1000;2791;0;0
307;307;305;66000;36580;39609;62883;7716;7716;800;2440;2440;1965;0;0
116;116;116;138000;4766;55497;136994;3366;3366;72039;3366;3366;5956;0;0
54;50;50;33000;20736;20736;31516;7526;7526;73841;7526;7526;3152;0;0
728;728;728;65000;7462;7462;7462;7462;7462;3713271;7462;7462;7462;0;0
58;58;58;33000;4417;12786;12786;1167;1167;63571;1167;1167;4262;0;0
49;49;49;63000;13959;13959;68146;13959;3959;1637;3959;3959;6195;0;0
31;32;32;84000;6920;6920;11250;6920;6920;19;6920;3460;3750;0;0
181;181;181;190000;6602;6602;43419;6602;6602;610053;6602;6602;8684;0;0
308;308;308;51000;2576;3411;4946;2169;2169;71100;2169;2169;1237;0;0
182;182;182;122000;3906;41539;65872;2706;2706;64109;2706;2706;3875;0;0
117;117;117;34000;8516;15686;31364;3500;3500;238;3500;1000;1494;0;0
48;48;48;126000;2102;8748;15246;902;902;12730;902;902;1016;0;0
291;291;291;56000;11300;11300;60690;11300;11300;50;11300;10300;6743;0;0
79;79;79;40000;1600;1600;5569;1600;1600;2417526;1600;1600;1856;0;0
79;79;79;40000;4145;4145;8114;4145;4145;750;2545;2545;2029;0;0
58;82;82;92000;1500;4120;16387;900;900;11644;900;900;2341;0;0
79;79;79;149000;2200;18255;34645;2200;2200;174221;2200;2200;6929;0;0
276;360;360;122000;3294;88593;93542;2030;2030;62942;2030;2030;10394;0;0
186;186;186;25000;13500;24124;49973;700;700;492;300;300;2499;0;0
722;722;722;54000;4173;21723;22073;3215;2816;1103;2816;2816;2453;0;0
63;63;63;20000;3146;3146;7710;1000;1000;46542;1000;1000;1542;0;0
169;169;95;69000;4000;28570;28570;4000;4000;324923;4000;4000;14285;0;0
534;534;534;47000;10350;10350;10350;10350;10350;2761631;10350;10350;10350;0;0
62;62;62;80000;5826;5826;55824;340;340;53001;340;340;3101;0;0
377;377;377;160000;2500;25034;40604;2500;2500;88231;2500;2500;3384;0;0
360;360;360;69000;9400;9400;28300;9400;9400;1360969;9400;9400;9433;0;0
860;860;860;55000;5500;5500;54112;5500;5500;1811368;5500;5500;6764;0;0
44;117;44;60000;1648;7601;39186;1648;1648;150383;1648;1648;4898;0;0
130;130;130;38000;3150;14950;14950;3150;3150;328561;3150;3150;7475;0;0
86;86;86;104000;5297;5297;73393;5297;5297;764929;5297;5297;9174;0;0
28;29;28;25000;4814;4814;4814;4814;2144;1646;2144;2144;2407;0;0
50;50;50;154000;7860;10250;72452;4320;4320;74423;4320;4320;12075;0;0
35;35;35;292000;44627;44627;342119;44627;10587;1452;10587;10587;24437;0;0
261;250;261;31000;18112;22412;28348;10000;10000;54064;10000;10000;7087;0;0
134;134;134;63000;1800;4820;29684;1800;1800;257206;1800;1800;3298;0;0
99;99;57;86000;22380;31268;55780;4055;3056;662;1597;1597;3486;0;0
78;78;79;145000;1587;7529;57642;1587;1587;240253;1587;1587;6405;0;0
134;130;134;62000;9576;9576;9576;4576;4576;4148;4576;4576;4788;0;0
130;130;130;54000;16999;30645;30645;16999;16999;362548;16999;16999;10215;0;0
48;48;48;143000;9662;9662;67412;9662;9662;755151;9662;9662;9630;0;0
141;141;141;51000;8242;31998;65406;3242;3242;14697;3242;3242;3847;0;0
67;67;67;55000;4036;50032;50032;4036;4036;418;2387;2387;12508;0;0
29;29;29;133000;10391;10391;49326;10391;10391;97;10391;2000;12332;0;0
117;117;117;255000;8939;8939;16461;8939;8939;2479755;8939;8939;8231;0;0
159;159;159;98000;19421;26389;29559;12187;12187;2542;12187;12187;4223;0;0
20;85;85;108000;2943;9845;45597;2943;2943;66;2943;1198;3507;0;0
65;90;56;160000;7309;9309;28674;3670;3670;65265;3670;3670;1509;0;0
265;265;265;83000;1642;29298;42875;1642;1642;225958;1642;1642;3063;0;0
69;69;69;156000;3393;15961;97575;3393;3393;87814;3393;3393;9758;0;0
114;114;114;111000;510;9962;42602;510;510;147126;510;510;3873;0;0
71;71;71;110000;6030;9946;22813;5091;5091;71936;5091;5091;2535;0;0
57;57;57;121000;1928;9134;44229;1928;1928;174317;1928;1928;2106;0;0
120;122;122;42000;3341;8588;18710;3341;3341;161934;3341;3341;1336;0;0
135;135;135;198000;5592;5592;61071;5592;5592;32;5592;2796;7634;0;0
28;28;28;41000;13442;26546;31302;469;469;8211;469;469;1956;0;0
31;33;47;105000;3950;3950;10470;3950;3950;1704401;3950;3950;3490;0;0
263;263;262;30000;13720;13720;13720;13720;13720;6312919;13720;13720;13720;0;0
133;133;133;33000;2564;3728;8728;2564;2564;497474;2564;2564;2182;0;0
14;55;67;80000;20344;22514;34915;3821;3821;2489;3821;3821;4988;0;0
85;85;85;98000;5376;14628;14628;3289;3289;69524;3289;3289;1625;0;0
39;39;39;122000;24164;32964;178195;2150;1700;57;1700;700;6145;0;0
48;48;48;135000;2000;2000;2000;2000;2000;4844481;2000;2000;2000;0;0
239;239;239;41000;825;825;825;825;825;5529984;825;825;825;0;0
133;133;133;68000;6380;8617;18519;6380;6380;200;6380;1000;3087;0;0
116;116;116;33000;3890;3890;3890;790;790;2523;790;790;1945;0;0
48;48;48;146000;43546;68946;93430;29548;29548;73324;29548;29548;7786;0;0
55;55;55;130000;847;847;33785;847;847;1362615;847;847;2252;0;0
131;131;131;43000;4810;4810;21140;1260;1260;55228;1260;1260;1922;0;0
360;360;360;43000;4425;5180;63541;2570;2570;58065;2570;2570;4539;0;0
182;182;182;230000;7767;19250;96711;7767;7767;172372;7767;7767;13816;0;0
81;81;81;72000;2085;7127;42264;2085;2085;336713;2085;2085;2642;0;0
114;114;114;48000;43500;50178;70429;43500;43500;19;43500;20000;11738;0;0
291;291;291;81000;9674;33510;49079;9674;9674;160422;9674;9674;4908;0;0
85;85;85;37000;730;3269;23066;730;730;155341;730;730;2563;0;0
28;28;28;165000;22190;70703;155058;2267;2267;65199;2267;2267;9121;0;0
265;265;265;134000;9433;15303;51722;7981;7501;1201;7501;7501;2586;0;0
213;213;213;116000;2862;13231;61887;2862;2862;178096;2862;2862;4126;0;0
318;338;338;37000;9215;27680;37745;9215;4800;1421;4800;4800;2903;0;0
49;49;49;152000;500;3605;41663;500;500;407138;500;500;3205;0;0
146;146;146;36000;1500;1500;22401;1500;1500;677404;1500;1500;1723;0;0
130;130;130;50000;4922;12545;23966;800;800;63574;800;800;2397;0;0
83;83;39;27000;2100;13504;13504;2100;1600;1021;1600;1600;4501;0;0
28;28;30;45000;1000;1000;1000;1000;1000;4420162;1000;1000;1000;0;0
186;186;186;91000;17350;17350;81338;17350;17350;111;17350;4550;20335;0;0
239;239;239;92000;10897;13651;52081;4891;4891;70941;4891;4891;3720;0;0
182;182;182;95000;16552;31689;73456;16552;16552;602662;16552;16552;14691;0;0
122;122;122;74000;1495;14097;22899;1495;1495;234272;1495;1495;2290;0;0
319;319;319;117000;9687;13026;64155;1566;1566;69229;1566;1566;4583;0;0
244;244;244;99000;20167;20167;20167;20167;20167;56;20167;2493;10084;0;0
170;175;170;118000;7305;8770;8770;5965;5965;8921;5965;5965;2923;0;0
92;92;92;45000;4699;18593;18593;4699;4699;154697;4699;4699;3099;0;0
737;737;737;91000;18473;22372;46768;2481;2481;66627;2481;2481;2923;0;0
87;87;87;36000;43778;43778;43778;28548;28548;4261;28548;28548;8756;0;0
83;93;39;78000;5446;5446;31285;5446;5446;939652;5446;5446;4469;0;0
58;58;58;251000;3686;11285;143983;3686;3686;262386;3686;3686;8470;0;0
62;62;62;69000;12140;12140;54071;12140;12140;919400;12140;12140;9012;0;0
67;67;67;118000;19459;28066;31066;11640;11640;72991;11640;11640;4438;0;0
133;133;133;26000;13703;16852;21851;10253;10253;76782;10253;10253;4370;0;0
39;39;39;25000;5709;13079;13079;5709;5709;414236;5709;5709;4360;0;0
86;86;86;36000;4749;4749;17967;4749;4749;2043057;4749;4749;8984;0;0
130;130;130;41000;6482;6482;35631;6482;6482;682093;6482;6482;7126;0;0
120;120;120;110000;3419;3419;295365;3419;3419;927875;3419;3419;22720;0;0
326;326;326;152000;9730;9730;15559;3847;3847;9260;3847;3847;3112;0;0
276;276;276;70000;2867;8147;33610;1479;1479;76000;1479;1479;1769;0;0
91;91;91;70000;25810;25810;25810;21766;21766;29;21766;10883;6453;0;0
29;29;29;167000;40337;40337;91011;40337;40337;1210867;40337;40337;7001;0;0
276;276;276;30000;7053;10698;21815;7053;7053;603943;7053;7053;3636;0;0
149;149;149;81000;9207;9207;27063;9207;9207;665674;9207;9207;5413;0;0
67;67;50;285000;3678;6300;32194;3678;3678;419756;3678;3678;2683;0;0
114;114;114;205000;4540;4540;47008;4540;4540;608838;4540;4540;3616;0;0
170;170;170;60000;6102;21006;40790;3471;3471;84178;3471;3471;4532;0;0
521;520;532;31000;9300;12700;12700;9300;9300;326507;9300;9300;6350;0;0
39;39;39;34000;4830;18830;25690;830;830;44508;830;830;1606;0;0
79;79;77;87000;4050;17845;57657;3186;3186;3580;3186;3186;4805;0;0
86;86;86;200000;5383;5383;15383;5383;5383;1296129;5383;5383;7692;0;0
66;66;66;44000;13706;22014;26114;12106;12106;52910;12106;12106;4352;0;0
42;42;42;65000;22662;26606;47644;4873;4873;270;4873;1439;3665;0;0
58;58;58;100000;3287;21175;42060;3287;3287;144960;3287;3287;3824;0;0
67;67;57;62000;6054;17185;17185;3455;3455;85277;3455;3455;4296;0;0
130;130;130;112000;30435;30435;110121;30435;30435;1364052;30435;30435;18354;0;0
44;44;44;21000;10090;10090;10090;5830;5830;56373;5830;5830;3363;0;0
136;136;136;56000;6668;19817;44776;3226;3226;60629;3226;3226;3731;0;0
315;321;321;80000;4512;7827;16792;4512;4512;152551;4512;4512;4198;0;0
140;140;140;112000;18889;35632;83598;3560;3560;76802;3560;3560;4400;0;0
133;133;133;31000;4353;6026;28836;4353;4353;187766;4353;4353;2218;0;0
126;126;126;55000;21500;21500;62375;17900;17900;81539;17900;17900;7797;0;0
82;82;82;120000;22691;27347;80375;2808;2808;512;1558;1558;3495;0;0
79;79;79;30000;8699;8699;20779;8699;8699;1297948;8699;8699;6926;0;0
93;93;93;17000;4461;12521;25051;4461;4461;149855;4461;4461;4175;0;0
119;68;0;39000;43554;43554;43554;43554;43554;0;43554;43554;0;0;0
84;84;0;31000;12057;12057;12057;12057;12057;0;12057;12057;0;0;0
48;48;48;160000;14427;79900;183716;9999;9999;82173;9999;9999;10206;0;0
40;50;50;47000;11797;11797;58282;11797;11797;609553;11797;11797;8326;0;0
48;99;47;43000;14995;14995;14995;14995;14995;5531250;14995;14995;14995;0;0
85;85;85;237000;48993;48993;57209;48993;6999;1178;6999;6999;19070;0;0
48;47;48;37000;5000;5000;32464;5000;5000;1545807;5000;5000;6493;0;0
83;39;39;26000;5998;5998;5998;5998;5998;5525141;5998;5998;5998;0;0
28;28;28;39000;19999;19999;30996;19999;19999;1207365;19999;19999;15498;0;0
580;506;580;45000;5000;5000;7499;5000;5000;2415518;5000;5000;3750;0;0
556;556;556;30000;2808;2808;3906;2808;2808;1302549;2808;2808;1953;0;0
81;81;81;30000;6587;6587;6587;6587;6587;766;1597;1597;3294;0;0
321;320;320;44000;43780;43780;43780;18000;18000;62541;18000;18000;21890;0;0
129;129;129;130000;6860;13140;54465;6860;6860;604633;6860;6860;7781;0;0
48;48;48;134000;3584;27583;76962;3584;3584;142644;3584;3584;5920;0;0
72;72;72;132000;5185;20661;92500;2144;2144;2384;2144;2144;2202;0;0
71;71;71;52000;14980;14980;38550;14980;14980;679909;14980;14980;6425;0;0
91;90;90;128000;14237;14237;44749;9888;9888;75792;9888;9888;5594;0;0
83;83;83;120000;835;1970;57011;835;835;600021;835;835;4072;0;0
99;99;99;23000;3343;6527;17951;3343;3343;467;1250;1250;1632;0;0
729;729;729;135000;9649;30350;121743;3649;3649;92;3649;750;6408;0;0
97;97;97;64000;1347;2419;16946;1347;1347;88361;1347;1347;1304;0;0
170;175;175;71000;5000;20602;75642;5000;5000;15;5000;2500;5403;0;0
24;24;24;93000;2000;5526;73360;2000;2000;328020;2000;2000;10480;0;0
22;22;22;65000;1495;25867;61365;1495;1495;51;1495;880;2455;0;0
276;276;276;140000;1200;5236;22010;1200;1200;233075;1200;1200;4402;0;0
192;192;192;202000;5939;9686;31336;5939;5939;337303;5939;5939;3917;0;0
186;186;186;160000;9410;68147;171889;5530;5530;222;5530;4580;5209;0;0
49;49;49;32000;1980;7510;14832;1980;1980;86429;1980;1980;2966;0;0
99;99;99;59000;3280;3280;13424;3280;3280;2409750;3280;3280;6712;0;0
99;99;99;107000;8500;8500;56600;8500;8500;682219;8500;8500;8086;0;0
250;250;250;68000;9470;9470;48021;9470;9470;1369499;9470;9470;6003;0;0
75;10;75;81000;8582;9482;52628;2000;2000;69028;2000;2000;3509;0;0
81;81;81;150000;6000;6000;24380;6000;6000;770251;6000;6000;6095;0;0
86;86;86;46000;1545;12587;24700;1545;1545;489533;1545;1545;3088;0;0
326;320;363;144000;1510;1510;56262;1510;1510;608877;1510;1510;3516;0;0
143;143;143;65000;15360;20806;43804;3989;3989;69988;3989;3989;8761;0;0
728;728;728;111000;19538;42858;63019;10072;10072;4171;10072;10072;12604;0;0
146;146;146;39000;1107;2006;37036;1107;1107;489951;1107;1107;4630;0;0
64;64;64;72000;1900;2915;39865;1900;1900;323881;1900;1900;4429;0;0
28;28;28;124000;4565;10706;95653;306;306;2043;306;306;3826;0;0
338;338;338;75000;5583;5583;15400;5583;398;914;398;398;5133;0;0
179;179;179;224000;146545;148235;223927;134130;45982;76;45982;1908;15995;0;0
94;94;94;33000;4637;24127;66850;4637;4637;525349;4637;4637;9550;0;0
250;250;220;93000;24634;43055;71829;5134;5134;75069;5134;5134;6530;0;0
117;117;117;41000;2422;31610;31610;950;950;53093;950;950;7903;0;0
87;87;87;70000;3500;9245;15945;3500;3500;265667;3500;3500;5315;0;0
76;76;76;56000;1900;1900;21319;1900;1900;762287;1900;1900;3046;0;0
404;404;404;31000;1958;30758;38758;1958;1958;414929;1958;1958;4306;0;0
66;66;66;91000;10969;13844;41458;7100;7100;59993;7100;7100;4606;0;0
28;28;28;119000;21385;21385;61385;21385;21385;833;8380;8380;12277;0;0
63;63;63;45000;4884;31800;37760;2894;2894;3701;2894;2894;2905;0;0
721;721;721;104000;13054;15454;43037;4601;4601;616;3656;3656;2869;0;0
186;186;186;153000;29280;29280;67472;14756;2300;1411;2300;2300;8434;0;0
129;129;129;53000;6300;6300;12076;6300;6300;1099342;6300;6300;6038;0;0
252;250;252;87000;2680;25358;82138;2680;2680;229247;2680;2680;5867;0;0
260;265;260;30000;15000;15000;45000;15000;15000;2421247;15000;15000;22500;0;0
28;28;28;30000;16743;16743;26743;1695;1695;4873;1695;1695;8914;0;0
93;93;93;63000;26385;26385;57487;26385;26385;615793;26385;26385;6387;0;0
98;98;98;73000;6918;26431;71704;3000;3000;75088;3000;3000;2868;0;0
87;87;123;154000;1800;36674;97796;1800;1800;423184;1800;1800;6520;0;0
68;68;68;125000;21438;24517;40043;3396;3396;463;942;942;2355;0;0
263;255;263;119000;3000;28730;28730;3000;3000;169237;3000;3000;3192;0;0
122;122;122;100000;4075;4075;17490;4075;4075;271;4075;1045;2915;0;0
63;63;63;87000;2908;2908;36835;2908;2908;672752;2908;2908;3349;0;0
141;141;141;40000;4150;25450;62296;4150;4150;669;2250;2250;4450;0;0
715;715;592;165000;1700;85700;104803;1700;1700;414128;1700;1700;13100;0;0
570;570;570;31000;4000;4000;13000;4000;4000;2317656;4000;4000;6500;0;0
150;150;150;130000;44931;69622;72283;2500;2500;83288;2500;2500;5560;0;0
67;67;67;35000;5000;6350;24271;5000;5000;604261;5000;5000;4045;0;0
150;150;150;43000;2500;10050;17050;2500;2500;182856;2500;2500;5683;0;0
72;72;72;31000;975;975;975;975;975;3778584;975;975;975;0;0
84;81;81;47000;7610;7610;34194;2900;2900;68021;2900;2900;3419;0;0
29;29;39;73000;8550;8550;58169;8550;8550;1890881;8550;8550;9695;0;0
79;79;79;31000;6643;9875;15925;3945;3945;151;3945;1950;1448;0;0
42;42;42;46000;2000;2000;33006;2000;2000;1094983;2000;2000;4715;0;0
58;58;58;98000;7364;7364;31239;7364;6356;1246;6356;6356;3905;0;0
140;140;140;31000;9970;15870;30360;9970;9970;140218;9970;9970;7590;0;0
66;53;66;47000;102192;104192;104192;3252;3252;365;2353;2353;17365;0;0
260;262;265;91000;11592;23091;50164;11592;11592;401893;11592;11592;6271;0;0
57;53;57;51000;12158;12158;31456;1319;1319;72935;1319;1319;3146;0;0
81;117;117;95000;7676;18902;23786;7676;7676;91561;7676;7676;3964;0;0
63;63;63;145000;26892;66238;125256;6400;6400;5439;6400;6400;6959;0;0
117;57;57;130000;17851;52775;137342;17851;17851;87555;17851;17851;6867;0;0
122;122;122;149000;15971;15971;47342;15971;15971;1905424;15971;15971;9468;0;0
68;48;68;64000;16019;16019;16019;16019;16019;2595277;16019;16019;16019;0;0
263;263;263;172000;19679;19679;116125;19679;1198;1382;1198;1198;9677;0;0
79;78;11;86000;3981;24880;50588;1981;1981;65600;1981;1981;2976;0;0
94;94;94;108000;6988;6988;17531;6988;6988;614733;6988;6988;4383;0;0
150;150;152;190000;8800;16971;108929;1300;1300;82812;1300;1300;7262;0;0
146;146;146;30000;2528;2528;3528;2528;2528;2586638;2528;2528;1764;0;0
68;68;68;119000;25552;25552;70626;25552;19263;1482;19263;19263;11771;0;0
132;132;132;59000;2160;2160;17787;2160;2160;1030352;2160;2160;5929;0;0
122;122;0;27000;4400;4400;4400;4400;4400;0;4400;4400;0;0;0
99;99;99;46000;4249;6249;44491;4249;4249;148489;4249;4249;11123;0;0
93;93;375;74000;7596;23018;31012;7596;7596;97892;7596;7596;4430;0;0
360;360;360;34000;1200;8400;26797;1200;1200;259052;1200;1200;4466;0;0
98;95;97;63000;3578;22263;44893;3578;3578;86576;3578;3578;6413;0;0
44;44;44;111000;8482;8482;34733;8482;8482;1267337;8482;8482;4342;0;0
377;377;377;45000;8704;18284;41257;4634;4634;70415;4634;4634;4126;0;0
141;140;141;75000;19177;27777;44573;19177;19177;317009;19177;19177;8915;0;0
239;239;239;50000;14559;14559;24511;4706;4706;2870;4706;4706;4902;0;0
230;230;235;80000;4339;4339;38480;4339;4339;679288;4339;4339;3498;0;0
29;29;29;118000;1770;1770;6704;1770;1770;1561220;1770;1770;1676;0;0
129;129;129;54000;13260;13260;64791;5260;5260;2371;5260;5260;9256;0;0
133;133;133;228000;14208;43047;76789;5707;5707;60587;5707;5707;3839;0;0
